trip_id,start_time,completed_time,distance_meters,start_latitude,start_longitude,end_latitude,end_longitude,year,month,day,hour,tripDuration(minutes)
28615944,2018-12-13 18:28:16+00:00,2018-12-13 18:46:41+00:00,2392,38.26,-85.73,38.25,-85.74,2018,December,Thursday,18,18.0
30540859,2018-12-23 21:04:20+00:00,2018-12-23 21:36:53+00:00,2476,38.24,-85.73,38.24,-85.73,2018,December,Sunday,21,33.0
30643558,2018-12-24 14:18:51+00:00,2018-12-24 14:25:15+00:00,856,38.26,-85.76,38.26,-85.75,2018,December,Monday,14,6.0
31657675,2018-12-30 13:13:09+00:00,2018-12-30 13:27:32+00:00,746,38.22,-85.76,38.22,-85.76,2018,December,Sunday,13,14.0
26727186,2018-12-03 11:44:03+00:00,2018-12-03 11:48:40+00:00,580,38.23,-85.76,38.23,-85.77,2018,December,Monday,11,5.0
27148269,2018-12-05 17:27:56+00:00,2018-12-05 17:30:46+00:00,367,38.22,-85.76,38.22,-85.76,2018,December,Wednesday,17,3.0
26916691,2018-12-04 12:35:43+00:00,2018-12-04 13:00:05+00:00,2076,38.22,-85.76,38.2,-85.76,2018,December,Tuesday,12,24.0
28443808,2018-12-12 20:14:01+00:00,2018-12-12 20:27:50+00:00,1086,38.25,-85.76,38.25,-85.75,2018,December,Wednesday,20,14.0
30643555,2018-12-24 14:18:51+00:00,2018-12-24 14:25:24+00:00,524,38.26,-85.76,38.26,-85.75,2018,December,Monday,14,7.0
28513835,2018-12-13 08:28:27+00:00,2018-12-13 08:33:14+00:00,1475,38.25,-85.74,38.26,-85.75,2018,December,Thursday,8,5.0
28620690,2018-12-13 19:06:39+00:00,2018-12-13 19:09:55+00:00,85,38.22,-85.75,38.21,-85.75,2018,December,Thursday,19,3.0
29049118,2018-12-15 20:03:39+00:00,2018-12-15 20:10:32+00:00,792,38.26,-85.76,38.26,-85.75,2018,December,Saturday,20,7.0
29624130,2018-12-18 21:40:45+00:00,2018-12-18 21:43:27+00:00,816,38.23,-85.76,38.24,-85.75,2018,December,Tuesday,21,3.0
29049246,2018-12-15 20:04:23+00:00,2018-12-15 20:10:35+00:00,800,38.26,-85.76,38.26,-85.75,2018,December,Saturday,20,6.0
31406128,2018-12-29 07:57:56+00:00,2018-12-29 07:59:58+00:00,178,38.25,-85.76,38.25,-85.76,2018,December,Saturday,7,2.0
26320286,2018-12-01 10:17:17+00:00,2018-12-01 11:01:03+00:00,1048,38.25,-85.76,38.26,-85.76,2018,December,Saturday,10,44.0
26336342,2018-12-01 11:37:43+00:00,2018-12-01 11:48:59+00:00,2274,38.22,-85.77,38.22,-85.76,2018,December,Saturday,11,11.0
26338922,2018-12-01 11:50:07+00:00,2018-12-01 11:58:57+00:00,1918,38.22,-85.76,38.22,-85.76,2018,December,Saturday,11,9.0
26697150,2018-12-03 08:55:53+00:00,2018-12-03 09:02:43+00:00,1052,38.22,-85.76,38.23,-85.77,2018,December,Monday,8,7.0
31634380,2018-12-30 11:23:08+00:00,2018-12-30 11:35:31+00:00,2853,38.26,-85.77,38.25,-85.74,2018,December,Sunday,11,12.0
31410408,2018-12-29 08:27:01+00:00,2018-12-29 08:33:18+00:00,820,38.25,-85.75,38.25,-85.76,2018,December,Saturday,8,6.0
26695432,2018-12-03 08:47:25+00:00,2018-12-03 08:52:38+00:00,715,38.22,-85.76,38.22,-85.76,2018,December,Monday,8,5.0
30543021,2018-12-23 21:26:31+00:00,2018-12-23 21:34:17+00:00,1213,38.24,-85.72,38.24,-85.71,2018,December,Sunday,21,8.0
27144432,2018-12-05 16:58:14+00:00,2018-12-05 17:01:33+00:00,598,38.24,-85.76,38.24,-85.76,2018,December,Wednesday,16,3.0
26913550,2018-12-04 12:16:35+00:00,2018-12-04 12:18:48+00:00,376,38.22,-85.76,38.22,-85.76,2018,December,Tuesday,12,2.0
26924508,2018-12-04 13:20:51+00:00,2018-12-04 13:44:43+00:00,447,38.22,-85.76,38.22,-85.76,2018,December,Tuesday,13,24.0
31662940,2018-12-30 13:36:51+00:00,2018-12-30 13:52:52+00:00,3049,38.25,-85.76,38.25,-85.76,2018,December,Sunday,13,16.0
31151167,2018-12-27 20:14:38+00:00,2018-12-27 20:34:48+00:00,3848,38.24,-85.72,38.24,-85.72,2018,December,Thursday,20,20.0
31150635,2018-12-27 20:09:29+00:00,2018-12-27 20:17:54+00:00,1235,38.22,-85.76,38.22,-85.77,2018,December,Thursday,20,8.0
26719241,2018-12-03 10:58:22+00:00,2018-12-03 11:03:14+00:00,743,38.25,-85.74,38.25,-85.75,2018,December,Monday,10,5.0
26923880,2018-12-04 13:17:23+00:00,2018-12-04 13:20:09+00:00,925,38.26,-85.74,38.26,-85.74,2018,December,Tuesday,13,3.0
26925857,2018-12-04 13:28:09+00:00,2018-12-04 13:30:02+00:00,350,38.26,-85.76,38.26,-85.76,2018,December,Tuesday,13,2.0
27143600,2018-12-05 16:52:04+00:00,2018-12-05 17:13:16+00:00,4183,38.25,-85.76,38.24,-85.74,2018,December,Wednesday,16,21.0
31664246,2018-12-30 13:42:57+00:00,2018-12-30 13:57:23+00:00,2294,38.2,-85.76,38.21,-85.78,2018,December,Sunday,13,14.0
27145314,2018-12-05 17:04:50+00:00,2018-12-05 17:12:12+00:00,1895,38.22,-85.77,38.22,-85.76,2018,December,Wednesday,17,7.0
28616034,2018-12-13 18:28:59+00:00,2018-12-13 19:07:29+00:00,2588,38.25,-85.74,38.25,-85.74,2018,December,Thursday,18,38.0
28916527,2018-12-15 09:42:46+00:00,2018-12-15 09:55:14+00:00,642,38.25,-85.74,38.25,-85.74,2018,December,Saturday,9,12.0
30277435,2018-12-22 11:59:55+00:00,2018-12-22 12:10:58+00:00,1851,38.09,-85.56,38.09,-85.56,2018,December,Saturday,11,11.0
31502301,2018-12-29 16:15:03+00:00,2018-12-29 16:23:39+00:00,2116,38.26,-85.74,38.24,-85.73,2018,December,Saturday,16,9.0
28569191,2018-12-13 13:37:46+00:00,2018-12-13 14:51:52+00:00,7503,38.25,-85.74,38.25,-85.74,2018,December,Thursday,13,74.0
27882158,2018-12-09 15:46:16+00:00,2018-12-09 15:52:16+00:00,1082,38.25,-85.76,38.26,-85.77,2018,December,Sunday,15,6.0
27884162,2018-12-09 15:59:51+00:00,2018-12-09 16:12:44+00:00,1589,38.25,-85.76,38.26,-85.74,2018,December,Sunday,15,13.0
28588385,2018-12-13 15:25:23+00:00,2018-12-13 15:29:09+00:00,449,38.25,-85.75,38.26,-85.75,2018,December,Thursday,15,4.0
29226453,2018-12-16 17:02:52+00:00,2018-12-16 17:12:24+00:00,1051,38.25,-85.76,38.26,-85.76,2018,December,Sunday,17,10.0
29233197,2018-12-16 17:52:02+00:00,2018-12-16 17:58:49+00:00,1493,38.26,-85.76,38.25,-85.76,2018,December,Sunday,17,7.0
31090573,2018-12-27 13:50:26+00:00,2018-12-27 13:55:19+00:00,550,38.26,-85.75,38.25,-85.75,2018,December,Thursday,13,5.0
31734513,2018-12-30 21:04:18+00:00,2018-12-30 21:22:32+00:00,2325,38.22,-85.76,38.22,-85.76,2018,December,Sunday,21,18.0
28575864,2018-12-13 14:16:05+00:00,2018-12-13 14:22:21+00:00,782,38.26,-85.75,38.26,-85.75,2018,December,Thursday,14,6.0
31913717,2018-12-31 20:36:27+00:00,2018-12-31 20:41:30+00:00,435,38.22,-85.74,38.22,-85.75,2018,December,Monday,20,5.0
26867470,2018-12-04 08:15:48+00:00,2018-12-04 08:27:31+00:00,364,38.25,-85.76,38.25,-85.76,2018,December,Tuesday,8,12.0
30489389,2018-12-23 14:50:16+00:00,2018-12-23 14:55:10+00:00,1426,38.23,-85.71,38.24,-85.72,2018,December,Sunday,14,5.0
31083689,2018-12-27 13:13:56+00:00,2018-12-27 13:22:08+00:00,688,38.26,-85.76,38.26,-85.76,2018,December,Thursday,13,8.0
31498258,2018-12-29 15:55:03+00:00,2018-12-29 16:02:15+00:00,1472,38.25,-85.74,38.26,-85.76,2018,December,Saturday,15,7.0
31502154,2018-12-29 16:14:23+00:00,2018-12-29 16:45:01+00:00,1853,38.26,-85.76,38.26,-85.76,2018,December,Saturday,16,31.0
27879522,2018-12-09 15:28:23+00:00,2018-12-09 15:44:50+00:00,1715,38.25,-85.76,38.25,-85.76,2018,December,Sunday,15,16.0
28576959,2018-12-13 14:21:51+00:00,2018-12-13 14:39:29+00:00,4193,38.22,-85.76,38.25,-85.77,2018,December,Thursday,14,18.0
29216842,2018-12-16 16:07:37+00:00,2018-12-16 17:00:55+00:00,5052,38.26,-85.76,38.26,-85.76,2018,December,Sunday,16,53.0
29241447,2018-12-16 18:56:41+00:00,2018-12-16 19:05:02+00:00,897,38.24,-85.72,38.24,-85.73,2018,December,Sunday,18,8.0
31086704,2018-12-27 13:30:21+00:00,2018-12-27 13:40:31+00:00,2868,38.23,-85.75,38.25,-85.75,2018,December,Thursday,13,10.0
31748706,2018-12-31 00:37:46+00:00,2018-12-31 00:41:11+00:00,741,38.21,-85.76,38.22,-85.76,2018,December,Monday,0,3.0
28564703,2018-12-13 13:11:38+00:00,2018-12-13 14:27:34+00:00,12422,38.26,-85.75,38.26,-85.75,2018,December,Thursday,13,76.0
28904662,2018-12-15 08:14:30+00:00,2018-12-15 08:16:29+00:00,192,38.24,-85.76,38.24,-85.76,2018,December,Saturday,8,2.0
29686530,2018-12-19 08:38:26+00:00,2018-12-19 08:41:03+00:00,372,38.25,-85.76,38.25,-85.76,2018,December,Wednesday,8,3.0
31090666,2018-12-27 13:50:54+00:00,2018-12-27 13:54:03+00:00,380,38.25,-85.76,38.25,-85.76,2018,December,Thursday,13,3.0
26804662,2018-12-03 20:40:05+00:00,2018-12-03 21:13:15+00:00,1456,38.22,-85.76,38.22,-85.76,2018,December,Monday,20,33.0
28575826,2018-12-13 14:15:53+00:00,2018-12-13 14:21:02+00:00,835,38.26,-85.75,38.26,-85.75,2018,December,Thursday,14,5.0
28584508,2018-12-13 15:03:50+00:00,2018-12-13 15:23:44+00:00,6352,38.24,-85.72,38.22,-85.67,2018,December,Thursday,15,20.0
29680444,2018-12-19 07:59:48+00:00,2018-12-19 08:01:17+00:00,146,38.26,-85.76,38.26,-85.76,2018,December,Wednesday,7,1.0
30267123,2018-12-22 11:05:14+00:00,2018-12-22 11:11:22+00:00,839,38.23,-85.74,38.23,-85.75,2018,December,Saturday,11,6.0
26403747,2018-12-01 16:39:44+00:00,2018-12-01 17:39:32+00:00,10935,38.24,-85.72,38.24,-85.72,2018,December,Saturday,16,60.0
26410643,2018-12-01 17:10:48+00:00,2018-12-01 17:20:52+00:00,1429,38.21,-85.75,38.22,-85.77,2018,December,Saturday,17,10.0
26414975,2018-12-01 17:31:34+00:00,2018-12-01 17:35:48+00:00,1469,38.22,-85.76,38.23,-85.75,2018,December,Saturday,17,4.0
26804645,2018-12-03 20:39:53+00:00,2018-12-03 21:13:12+00:00,1936,38.22,-85.76,38.22,-85.76,2018,December,Monday,20,33.0
30269703,2018-12-22 11:19:28+00:00,2018-12-22 11:22:41+00:00,87,38.26,-85.76,38.26,-85.76,2018,December,Saturday,11,3.0
29228110,2018-12-16 17:13:56+00:00,2018-12-16 17:23:41+00:00,1847,38.24,-85.72,38.23,-85.74,2018,December,Sunday,17,10.0
29226807,2018-12-16 17:05:00+00:00,2018-12-16 17:12:33+00:00,1198,38.25,-85.76,38.26,-85.76,2018,December,Sunday,17,8.0
26881302,2018-12-04 09:28:45+00:00,2018-12-04 09:34:56+00:00,1031,38.21,-85.76,38.22,-85.76,2018,December,Tuesday,9,6.0
30269574,2018-12-22 11:18:48+00:00,2018-12-22 11:31:39+00:00,3494,38.23,-85.73,38.22,-85.75,2018,December,Saturday,11,13.0
31498073,2018-12-29 15:54:03+00:00,2018-12-29 16:10:08+00:00,1154,38.25,-85.75,38.24,-85.76,2018,December,Saturday,15,16.0
26866959,2018-12-04 08:12:47+00:00,2018-12-04 08:15:27+00:00,307,38.25,-85.76,38.25,-85.76,2018,December,Tuesday,8,3.0
28584899,2018-12-13 15:05:39+00:00,2018-12-13 15:32:13+00:00,5828,38.25,-85.76,38.2,-85.76,2018,December,Thursday,15,27.0
28905379,2018-12-15 08:20:32+00:00,2018-12-15 08:23:43+00:00,126,38.25,-85.66,38.25,-85.66,2018,December,Saturday,8,3.0
30489535,2018-12-23 14:51:02+00:00,2018-12-23 14:55:03+00:00,1422,38.23,-85.71,38.24,-85.72,2018,December,Sunday,14,4.0
30266723,2018-12-22 11:03:01+00:00,2018-12-22 11:31:15+00:00,3865,38.22,-85.75,38.22,-85.75,2018,December,Saturday,11,28.0
31070062,2018-12-27 12:00:29+00:00,2018-12-27 12:07:38+00:00,2069,38.25,-85.76,38.23,-85.75,2018,December,Thursday,12,7.0
26810512,2018-12-03 21:58:51+00:00,2018-12-03 22:29:40+00:00,6236,38.22,-85.76,38.22,-85.76,2018,December,Monday,21,31.0
27888699,2018-12-09 16:32:53+00:00,2018-12-09 16:38:13+00:00,1362,38.23,-85.75,38.23,-85.76,2018,December,Sunday,16,5.0
31900947,2018-12-31 19:09:31+00:00,2018-12-31 19:31:55+00:00,833,38.26,-85.76,38.25,-85.76,2018,December,Monday,19,22.0
30267093,2018-12-22 11:05:04+00:00,2018-12-22 11:11:31+00:00,604,38.22,-85.76,38.21,-85.76,2018,December,Saturday,11,6.0
28562596,2018-12-13 12:59:36+00:00,2018-12-13 14:05:56+00:00,7082,38.25,-85.74,38.26,-85.74,2018,December,Thursday,12,66.0
28572714,2018-12-13 13:58:41+00:00,2018-12-13 14:01:34+00:00,263,38.24,-85.72,38.24,-85.72,2018,December,Thursday,13,3.0
29232687,2018-12-16 17:47:42+00:00,2018-12-16 17:59:38+00:00,1204,38.26,-85.75,38.26,-85.73,2018,December,Sunday,17,12.0
29673392,2018-12-19 07:11:32+00:00,2018-12-19 07:20:53+00:00,2550,38.24,-85.78,38.26,-85.78,2018,December,Wednesday,7,9.0
31908828,2018-12-31 20:02:07+00:00,2018-12-31 20:10:21+00:00,395,38.22,-85.75,38.22,-85.74,2018,December,Monday,20,8.0
30264751,2018-12-22 10:51:45+00:00,2018-12-22 11:08:22+00:00,2879,38.21,-85.75,38.23,-85.73,2018,December,Saturday,10,17.0
26813362,2018-12-03 22:41:03+00:00,2018-12-03 22:49:41+00:00,4003,38.26,-85.76,38.26,-85.81,2018,December,Monday,22,9.0
30500063,2018-12-23 15:49:20+00:00,2018-12-23 15:51:28+00:00,356,38.21,-85.76,38.21,-85.76,2018,December,Sunday,15,2.0
28588419,2018-12-13 15:25:35+00:00,2018-12-13 15:29:16+00:00,570,38.25,-85.75,38.26,-85.75,2018,December,Thursday,15,4.0
31081725,2018-12-27 13:03:49+00:00,2018-12-27 13:09:57+00:00,361,38.26,-85.75,38.26,-85.76,2018,December,Thursday,13,6.0
31500193,2018-12-29 16:04:52+00:00,2018-12-29 16:13:10+00:00,2194,38.24,-85.72,38.26,-85.74,2018,December,Saturday,16,8.0
31508167,2018-12-29 16:45:05+00:00,2018-12-29 16:48:06+00:00,153,38.23,-85.76,38.23,-85.76,2018,December,Saturday,16,3.0
28592146,2018-12-13 15:50:17+00:00,2018-12-13 15:56:23+00:00,1490,38.22,-85.67,38.21,-85.69,2018,December,Thursday,15,6.0
26409004,2018-12-01 17:03:44+00:00,2018-12-01 17:06:28+00:00,236,38.24,-85.72,38.24,-85.72,2018,December,Saturday,17,3.0
26406736,2018-12-01 16:54:06+00:00,2018-12-01 17:39:38+00:00,10068,38.24,-85.72,38.24,-85.72,2018,December,Saturday,16,46.0
26416610,2018-12-01 17:39:53+00:00,2018-12-01 17:50:17+00:00,1746,38.2,-85.76,38.22,-85.76,2018,December,Saturday,17,10.0
26417367,2018-12-01 17:43:53+00:00,2018-12-01 17:49:01+00:00,682,38.23,-85.76,38.22,-85.76,2018,December,Saturday,17,5.0
26886038,2018-12-04 09:53:18+00:00,2018-12-04 09:58:06+00:00,1160,38.22,-85.76,38.21,-85.76,2018,December,Tuesday,9,5.0
28573944,2018-12-13 14:05:42+00:00,2018-12-13 14:08:33+00:00,269,38.22,-85.76,38.22,-85.76,2018,December,Thursday,14,3.0
28579780,2018-12-13 14:37:26+00:00,2018-12-13 14:51:40+00:00,3143,38.26,-85.75,38.25,-85.74,2018,December,Thursday,14,14.0
28578621,2018-12-13 14:30:56+00:00,2018-12-13 14:36:24+00:00,892,38.25,-85.73,38.24,-85.72,2018,December,Thursday,14,5.0
28588430,2018-12-13 15:25:38+00:00,2018-12-13 15:29:04+00:00,782,38.23,-85.77,38.23,-85.76,2018,December,Thursday,15,3.0
28569302,2018-12-13 13:38:29+00:00,2018-12-13 14:20:43+00:00,5006,38.25,-85.74,38.26,-85.75,2018,December,Thursday,13,42.0
28582987,2018-12-13 14:55:31+00:00,2018-12-13 15:02:20+00:00,1211,38.25,-85.76,38.26,-85.75,2018,December,Thursday,14,7.0
30274129,2018-12-22 11:43:09+00:00,2018-12-22 12:47:33+00:00,897,38.09,-85.56,38.09,-85.56,2018,December,Saturday,11,64.0
30279177,2018-12-22 12:08:29+00:00,2018-12-22 12:51:29+00:00,2369,38.25,-85.75,38.26,-85.76,2018,December,Saturday,12,43.0
31087088,2018-12-27 13:32:18+00:00,2018-12-27 13:41:41+00:00,25,38.22,-85.76,38.22,-85.76,2018,December,Thursday,13,9.0
31736067,2018-12-30 21:21:19+00:00,2018-12-30 21:34:46+00:00,1971,38.22,-85.76,38.22,-85.76,2018,December,Sunday,21,13.0
31734364,2018-12-30 21:02:43+00:00,2018-12-30 21:22:25+00:00,2917,38.22,-85.76,38.22,-85.76,2018,December,Sunday,21,20.0
28579772,2018-12-13 14:37:24+00:00,2018-12-13 14:51:51+00:00,3208,38.26,-85.75,38.25,-85.74,2018,December,Thursday,14,14.0
28969150,2018-12-15 13:57:44+00:00,2018-12-15 14:03:21+00:00,838,38.26,-85.76,38.26,-85.75,2018,December,Saturday,13,6.0
31901752,2018-12-31 19:15:06+00:00,2018-12-31 19:21:12+00:00,1557,38.22,-85.76,38.21,-85.76,2018,December,Monday,19,6.0
27705300,2018-12-08 16:10:49+00:00,2018-12-08 16:15:44+00:00,845,38.22,-85.76,38.23,-85.76,2018,December,Saturday,16,5.0
31501226,2018-12-29 16:09:47+00:00,2018-12-29 16:42:07+00:00,1838,38.26,-85.76,38.26,-85.76,2018,December,Saturday,16,32.0
31081743,2018-12-27 13:03:56+00:00,2018-12-27 13:09:21+00:00,631,38.26,-85.76,38.25,-85.76,2018,December,Thursday,13,5.0
28903110,2018-12-15 08:01:21+00:00,2018-12-15 08:05:00+00:00,50,38.19,-85.81,38.19,-85.81,2018,December,Saturday,8,4.0
29673402,2018-12-19 07:11:37+00:00,2018-12-19 07:20:52+00:00,2547,38.24,-85.78,38.26,-85.78,2018,December,Wednesday,7,9.0
31913840,2018-12-31 20:37:13+00:00,2018-12-31 20:42:52+00:00,399,38.22,-85.74,38.22,-85.75,2018,December,Monday,20,6.0
26406284,2018-12-01 16:52:06+00:00,2018-12-01 17:05:00+00:00,1943,38.22,-85.76,38.2,-85.76,2018,December,Saturday,16,13.0
27710302,2018-12-08 16:38:36+00:00,2018-12-08 16:43:24+00:00,671,38.22,-85.76,38.22,-85.76,2018,December,Saturday,16,5.0
27884073,2018-12-09 15:59:17+00:00,2018-12-09 16:12:38+00:00,1946,38.25,-85.76,38.26,-85.74,2018,December,Sunday,15,13.0
28577205,2018-12-13 14:23:13+00:00,2018-12-13 14:50:01+00:00,3306,38.26,-85.75,38.25,-85.74,2018,December,Thursday,14,27.0
30495172,2018-12-23 15:21:51+00:00,2018-12-23 15:26:33+00:00,436,38.24,-85.76,38.24,-85.76,2018,December,Sunday,15,5.0
30652866,2018-12-24 15:24:52+00:00,2018-12-24 15:31:09+00:00,2088,38.21,-85.76,38.22,-85.77,2018,December,Monday,15,6.0
31069420,2018-12-27 11:56:38+00:00,2018-12-27 12:08:31+00:00,2603,38.24,-85.76,38.23,-85.77,2018,December,Thursday,11,12.0
31499605,2018-12-29 16:01:39+00:00,2018-12-29 16:05:52+00:00,436,38.22,-85.76,38.22,-85.76,2018,December,Saturday,16,4.0
28904695,2018-12-15 08:14:44+00:00,2018-12-15 08:21:54+00:00,1836,38.25,-85.74,38.26,-85.73,2018,December,Saturday,8,7.0
31498263,2018-12-29 15:55:05+00:00,2018-12-29 16:02:19+00:00,1417,38.25,-85.74,38.25,-85.76,2018,December,Saturday,15,7.0
31906766,2018-12-31 19:49:20+00:00,2018-12-31 19:58:30+00:00,243,38.22,-85.77,38.22,-85.77,2018,December,Monday,19,9.0
28572525,2018-12-13 13:57:36+00:00,2018-12-13 14:04:34+00:00,1229,38.25,-85.76,38.26,-85.75,2018,December,Thursday,13,7.0
28907373,2018-12-15 08:37:13+00:00,2018-12-15 08:39:05+00:00,59,38.24,-85.76,38.24,-85.76,2018,December,Saturday,8,2.0
28968977,2018-12-15 13:57:03+00:00,2018-12-15 14:33:37+00:00,3606,38.26,-85.74,38.26,-85.74,2018,December,Saturday,13,37.0
31567498,2018-12-30 02:03:01+00:00,2018-12-30 02:06:56+00:00,683,38.22,-85.76,38.21,-85.76,2018,December,Sunday,2,4.0
31905468,2018-12-31 19:40:32+00:00,2018-12-31 19:48:51+00:00,745,38.22,-85.77,38.22,-85.77,2018,December,Monday,19,8.0
31733743,2018-12-30 20:56:15+00:00,2018-12-30 21:22:15+00:00,2684,38.22,-85.76,38.22,-85.76,2018,December,Sunday,20,26.0
29679721,2018-12-19 07:55:16+00:00,2018-12-19 08:16:51+00:00,4999,38.26,-85.78,38.27,-85.74,2018,December,Wednesday,7,22.0
30486172,2018-12-23 14:32:58+00:00,2018-12-23 14:39:21+00:00,1190,38.26,-85.68,38.26,-85.67,2018,December,Sunday,14,6.0
30265430,2018-12-22 10:55:31+00:00,2018-12-22 11:08:51+00:00,2830,38.21,-85.75,38.23,-85.73,2018,December,Saturday,10,13.0
30482236,2018-12-23 14:10:50+00:00,2018-12-23 14:16:43+00:00,210,38.26,-85.76,38.26,-85.76,2018,December,Sunday,14,6.0
26409359,2018-12-01 17:05:13+00:00,2018-12-01 17:38:53+00:00,9534,38.24,-85.72,38.24,-85.72,2018,December,Saturday,17,34.0
26405486,2018-12-01 16:48:32+00:00,2018-12-01 17:46:21+00:00,4024,38.22,-85.76,38.22,-85.76,2018,December,Saturday,16,58.0
26870750,2018-12-04 08:34:18+00:00,2018-12-04 08:40:19+00:00,1085,38.23,-85.76,38.22,-85.76,2018,December,Tuesday,8,6.0
26870948,2018-12-04 08:35:17+00:00,2018-12-04 08:37:42+00:00,26,38.22,-85.75,38.22,-85.75,2018,December,Tuesday,8,2.0
29233239,2018-12-16 17:52:16+00:00,2018-12-16 17:58:44+00:00,1149,38.26,-85.76,38.25,-85.76,2018,December,Sunday,17,6.0
29230179,2018-12-16 17:29:11+00:00,2018-12-16 17:32:51+00:00,750,38.23,-85.7,38.23,-85.71,2018,December,Sunday,17,4.0
30267609,2018-12-22 11:07:55+00:00,2018-12-22 11:21:38+00:00,147,38.27,-85.74,38.27,-85.74,2018,December,Saturday,11,14.0
30650895,2018-12-24 15:10:02+00:00,2018-12-24 15:14:34+00:00,967,38.22,-85.76,38.21,-85.76,2018,December,Monday,15,5.0
31081700,2018-12-27 13:03:43+00:00,2018-12-27 13:10:19+00:00,864,38.26,-85.76,38.25,-85.76,2018,December,Thursday,13,7.0
31721649,2018-12-30 19:04:10+00:00,2018-12-30 21:04:35+00:00,2835,38.26,-85.76,38.25,-85.75,2018,December,Sunday,19,120.0
27884867,2018-12-09 16:04:27+00:00,2018-12-09 16:12:27+00:00,1462,38.25,-85.76,38.26,-85.74,2018,December,Sunday,16,8.0
31071571,2018-12-27 12:08:57+00:00,2018-12-27 12:37:11+00:00,6126,38.21,-85.75,38.26,-85.75,2018,December,Thursday,12,28.0
29227884,2018-12-16 17:12:27+00:00,2018-12-16 17:23:56+00:00,1945,38.24,-85.72,38.23,-85.74,2018,December,Sunday,17,11.0
31497757,2018-12-29 15:52:32+00:00,2018-12-29 16:06:20+00:00,1772,38.24,-85.76,38.26,-85.76,2018,December,Saturday,15,14.0
31899455,2018-12-31 18:59:09+00:00,2018-12-31 19:09:50+00:00,2191,38.22,-85.75,38.22,-85.75,2018,December,Monday,18,11.0
27882850,2018-12-09 15:50:42+00:00,2018-12-09 15:55:13+00:00,1163,38.26,-85.75,38.26,-85.76,2018,December,Sunday,15,5.0
31081348,2018-12-27 13:01:53+00:00,2018-12-27 13:09:04+00:00,990,38.26,-85.75,38.26,-85.75,2018,December,Thursday,13,7.0
31904111,2018-12-31 19:31:07+00:00,2018-12-31 19:33:00+00:00,143,38.22,-85.76,38.22,-85.76,2018,December,Monday,19,2.0
29679713,2018-12-19 07:55:13+00:00,2018-12-19 08:17:05+00:00,5035,38.26,-85.78,38.27,-85.74,2018,December,Wednesday,7,22.0
31908818,2018-12-31 20:02:02+00:00,2018-12-31 20:06:35+00:00,455,38.22,-85.77,38.22,-85.77,2018,December,Monday,20,5.0
28573100,2018-12-13 14:00:47+00:00,2018-12-13 14:04:12+00:00,1038,38.25,-85.74,38.26,-85.73,2018,December,Thursday,14,3.0
29671753,2018-12-19 06:58:41+00:00,2018-12-19 07:01:28+00:00,698,38.23,-85.76,38.23,-85.76,2018,December,Wednesday,6,3.0
30497195,2018-12-23 15:33:27+00:00,2018-12-23 15:42:55+00:00,326,38.22,-85.77,38.22,-85.77,2018,December,Sunday,15,9.0
31572894,2018-12-30 03:25:14+00:00,2018-12-30 03:28:38+00:00,446,38.22,-85.76,38.22,-85.76,2018,December,Sunday,3,3.0
31734152,2018-12-30 21:00:42+00:00,2018-12-30 21:02:45+00:00,94,38.22,-85.76,38.22,-85.76,2018,December,Sunday,21,2.0
26405405,2018-12-01 16:48:11+00:00,2018-12-01 17:31:28+00:00,4613,38.22,-85.76,38.22,-85.76,2018,December,Saturday,16,43.0
26407575,2018-12-01 16:57:35+00:00,2018-12-01 17:39:59+00:00,10012,38.24,-85.72,38.24,-85.72,2018,December,Saturday,16,42.0
26397371,2018-12-01 16:08:45+00:00,2018-12-01 17:03:12+00:00,3175,38.23,-85.76,38.23,-85.76,2018,December,Saturday,16,54.0
27879295,2018-12-09 15:26:48+00:00,2018-12-09 15:43:47+00:00,5640,38.22,-85.76,38.24,-85.72,2018,December,Sunday,15,17.0
28966410,2018-12-15 13:46:42+00:00,2018-12-15 14:02:26+00:00,2137,38.24,-85.76,38.26,-85.76,2018,December,Saturday,13,16.0
30497798,2018-12-23 15:36:55+00:00,2018-12-23 15:37:29+00:00,53,38.26,-85.76,38.26,-85.76,2018,December,Sunday,15,1.0
31740337,2018-12-30 22:18:56+00:00,2018-12-30 22:41:38+00:00,2525,38.22,-85.76,38.22,-85.76,2018,December,Sunday,22,23.0
31734188,2018-12-30 21:01:08+00:00,2018-12-30 21:07:47+00:00,2560,38.23,-85.76,38.24,-85.75,2018,December,Sunday,21,7.0
26874477,2018-12-04 08:53:26+00:00,2018-12-04 09:06:07+00:00,1348,38.22,-85.77,38.21,-85.76,2018,December,Tuesday,8,13.0
30269620,2018-12-22 11:19:05+00:00,2018-12-22 11:31:09+00:00,2940,38.23,-85.73,38.22,-85.75,2018,December,Saturday,11,12.0
30266138,2018-12-22 10:59:40+00:00,2018-12-22 11:15:48+00:00,2127,38.27,-85.74,38.27,-85.74,2018,December,Saturday,10,16.0
27879515,2018-12-09 15:28:22+00:00,2018-12-09 15:45:00+00:00,1842,38.25,-85.76,38.25,-85.76,2018,December,Sunday,15,17.0
31908660,2018-12-31 20:00:59+00:00,2018-12-31 20:10:24+00:00,417,38.22,-85.75,38.22,-85.74,2018,December,Monday,20,9.0
